SESSION START,NAME,SCENARIO,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
30/08/2023 09:53,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,838,repeat blood pressure
30/08/2023 09:53,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,839,repeat blood pressure
30/08/2023 09:54,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,870,repeat blood pressure
30/08/2023 09:54,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,894,ecg result #1
30/08/2023 09:54,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,897,cbg result #1
30/08/2023 09:55,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,918,cbg result #1
30/08/2023 09:55,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,958,check upper body
30/08/2023 09:56,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,979,repeat blood pressure
30/08/2023 09:56,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,980,repeat blood pressure
30/08/2023 09:56,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,999,check lower body
30/08/2023 09:56,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1019,auscultate lungs
30/08/2023 09:57,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1062,abdominal exam
30/08/2023 09:58,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1103,look in patient's mouth with a tongue depressor
30/08/2023 09:58,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1106,repeat blood pressure
30/08/2023 09:58,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1129,capillary refill time (central)
30/08/2023 09:59,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1158,capillary refill time (peripheral)
30/08/2023 09:59,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1160,repeat blood pressure
30/08/2023 09:59,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1183,ask for urine output monitoring
30/08/2023 09:59,Paeds Account 2,"Sam, Pneumonia A-E Assessment [SNP011UK]",314401,1200,time has run out
30/08/2023 09:41,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314402,0,start scenario
30/08/2023 09:42,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314402,46,leave scenario
30/08/2023 09:43,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,0,start scenario
30/08/2023 09:44,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,69,introduce yourself
30/08/2023 09:44,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,83,introduce yourself
30/08/2023 09:44,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,110,wash hands and apply ppe
30/08/2023 09:45,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,129,presenting complaint
30/08/2023 09:45,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,151,history of presenting complaint
30/08/2023 09:45,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,168,observe respiratory rate and signs of respiratory distress
30/08/2023 09:46,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,203,measure oxygen saturations & heart rate
30/08/2023 09:46,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,217,allergies
30/08/2023 09:46,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,225,provide reassurance
30/08/2023 09:46,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,234,non-rebreather mask (15 l/min)
30/08/2023 09:47,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,243,update carer
30/08/2023 09:47,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,257,auscultate lungs
30/08/2023 09:47,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,269,past medical history
30/08/2023 09:48,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,343,capillary refill time (peripheral)
30/08/2023 09:48,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,348,provide reassurance
30/08/2023 09:49,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,377,capillary refill time (central)
30/08/2023 09:49,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,405,take pulse (central)
30/08/2023 09:50,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,434,auscultate heart sounds
30/08/2023 09:50,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,445,measure blood pressure
30/08/2023 09:51,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,499,insert iv access and take bloods
30/08/2023 09:51,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,522,ask birth history
30/08/2023 09:52,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,541,check temperature (tympanic)
30/08/2023 09:52,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,568,capillary blood gas
30/08/2023 09:53,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,601,20ml/kg 0.9% saline iv stat (max 500ml)
30/08/2023 09:53,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,621,take blood cultures
30/08/2023 09:53,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,642,check capillary blood glucose
30/08/2023 09:54,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,688,check pupils
30/08/2023 09:54,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,708,provide reassurance
30/08/2023 09:55,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,730,check upper body
30/08/2023 09:55,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,762,check lower body
30/08/2023 09:56,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,784,update on clinical plan
30/08/2023 09:57,Paeds Account 4,"Sam, Pneumonia A-E Assessment [SNP011UK]",314403,837,leave scenario
30/08/2023 09:43,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,0,start scenario
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,43,wash hands and apply ppe
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,52,introduce yourself
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,55,introduce yourself
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,67,presenting complaint
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,81,history of presenting complaint
30/08/2023 09:44,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,90,history of presenting complaint
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,93,ask about pain
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,102,ask about general activity level
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,114,past medical history
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,123,vaccination history
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,126,prescribed medications
30/08/2023 09:45,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,141,respiratory
30/08/2023 09:46,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,165,"ear, nose & throat"
30/08/2023 09:46,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,172,allergies
30/08/2023 09:46,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,203,respiratory
30/08/2023 09:46,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,209,check temperature (tympanic)
30/08/2023 09:47,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,211,measure oxygen saturations & heart rate
30/08/2023 09:47,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,213,measure blood pressure
30/08/2023 09:47,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,228,respiratory
30/08/2023 09:48,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,280,respiratory
30/08/2023 09:48,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,303,capillary blood gas
30/08/2023 09:49,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,354,observe respiratory rate and signs of respiratory distress
30/08/2023 09:49,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,360,respiratory
30/08/2023 09:49,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,377,ask for sputum cultures
30/08/2023 09:50,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,407,simple face mask (8 l /min)
30/08/2023 09:50,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,420,cbg result #1
30/08/2023 09:50,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,426,check capillary blood glucose
30/08/2023 09:50,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,429,cbg result #1
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,normal
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,> 30 breaths per min
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,severe / moderate
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,sp o2 >95% in air
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,> 120 bpm
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,467,yes
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,478,request an inpatient bed for patient
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,483,update on clinical plan
30/08/2023 09:51,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,494,ask for tips
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,situation option 1
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,situation option 2
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,situation option 4
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,background option 1
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,background option 2
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,background option 3
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,assessment option 2
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,assessment option 3
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,assessment option 4
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,assessment option 5
30/08/2023 09:52,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,554,recommendation option 2
30/08/2023 09:53,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,588,insert iv access and take bloods
30/08/2023 09:54,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,631,20ml/kg 0.9% saline iv stat (max 500ml)
30/08/2023 09:54,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,648,paediatric oxygen therapy guidelines
30/08/2023 09:54,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,660,ask for tips
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,metformin
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,gliclazide
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,insulin
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,"duration of admission, with blood monitoring post discharge"
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,6 months
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,12 months
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,day surgical team
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,730,junior colleagues
30/08/2023 09:55,Paeds Account 6,"Sam, Pneumonia A-E Assessment [SNP011UK]",314404,745,leave scenario
30/08/2023 10:11,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,0,start scenario
30/08/2023 10:11,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,40,observe airway and talk to patient
30/08/2023 10:12,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,56,ask consent to examine sam
30/08/2023 10:12,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,64,measure blood pressure
30/08/2023 10:12,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,79,observe respiratory rate and signs of respiratory distress
30/08/2023 10:13,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,121,measure oxygen saturations & heart rate
30/08/2023 10:13,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,143,nasal cannulae (0.5 l/min)
30/08/2023 10:13,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,163,repeat blood pressure
30/08/2023 10:13,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,164,repeat blood pressure
30/08/2023 10:13,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,171,simple face mask (10 l /min)
30/08/2023 10:14,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,175,check temperature (tympanic)
30/08/2023 10:14,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,201,capillary refill time (central)
30/08/2023 10:14,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,226,provide reassurance
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,234,capillary refill time (peripheral)
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,normal
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,> 30 breaths per min
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,severe / moderate
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,sp o2 <95% in air and/or receiving oxygen
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,> 120 bpm
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,273,yes
30/08/2023 10:15,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,284,auscultate heart sounds
30/08/2023 10:16,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,305,check upper body
30/08/2023 10:16,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,316,medication list
30/08/2023 10:16,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,324,medical history
30/08/2023 10:16,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,339,medication list
30/08/2023 10:16,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,345,admission drug chart
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,situation option 1
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,situation option 2
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,situation option 4
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,background option 1
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,background option 3
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,background option 4
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,assessment option 1
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,assessment option 2
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,assessment option 3
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,assessment option 4
30/08/2023 10:17,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,391,recommendation option 4
30/08/2023 10:18,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,426,adrenaline (1:1000) 300 micrograms im (0.3ml) (6 - 12 years)
30/08/2023 10:18,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,451,allergies
30/08/2023 10:18,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,463,check capillary blood glucose
30/08/2023 10:18,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,467,capillary blood gas
30/08/2023 10:18,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,473,ask for urine output monitoring
30/08/2023 10:19,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,479,repeat blood pressure
30/08/2023 10:19,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,512,auscultate lungs
30/08/2023 10:20,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,554,cbg result #1
30/08/2023 10:20,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,583,presenting complaint
30/08/2023 10:21,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,620,admission drug chart
30/08/2023 10:21,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,624,call on-call doctor
30/08/2023 10:22,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,658,admission drug chart
30/08/2023 10:22,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,668,through oxygen
30/08/2023 10:22,Paeds Account 3,"Sarah, Anaphylaxis Acute Deterioration A-E Assessment [SNP006UK]",314414,683,update on clinical plan
