participantID,trialNum,stage,stageName,trueCountry,differentials,likelihoods,correct,correctCountryIdx,likelihoodCorrect,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
56ce42d9465e580006846f57,5,2,History & Politics,MONGOLIA,"TURKMENISTAN, UZBEKISTAN, KAZAKSTAN","6, 4, 6",0,0,0,6,TURKMENISTAN,0
56ce42d9465e580006846f57,5,3,People & Culture,MONGOLIA,"TURKMENISTAN, UZBEKISTAN, KAZAKSTAN","6, 5, 6",0,0,0,6,TURKMENISTAN,0
56ce42d9465e580006846f57,6,1,Geography,GREECE,"PORTUGAL, SPAIN, CROATIA","2, 3, 4",0,0,0,4,CROATIA,0
56ce42d9465e580006846f57,6,2,History & Politics,GREECE,"PORTUGAL, SPAIN, CROATIA, ITALY","2, 3, 4, 8",0,0,0,8,ITALY,0
56ce42d9465e580006846f57,6,3,People & Culture,GREECE,"PORTUGAL, SPAIN, CROATIA, ITALY, ROMANIA","2, 3, 4, 8, 8",0,0,0,8,ITALY,0
57732cfcda75d30001487571,1,1,Geography,MONGOLIA,"AFGHANISTAN, RUSSIA","5, 3",0,0,0,5,AFGHANISTAN,0
57732cfcda75d30001487571,1,2,History & Politics,MONGOLIA,"AFGHANISTAN, RUSSIA, PAKISTAN","5, 3, 5",0,0,0,5,AFGHANISTAN,0
57732cfcda75d30001487571,1,3,People & Culture,MONGOLIA,"AFGHANISTAN, RUSSIA, PAKISTAN, LAOS","1, 1, 1, 4",0,0,0,4,LAOS,0
57732cfcda75d30001487571,2,1,Geography,BOTSWANA,KENYA,3,0,0,0,3,KENYA,0
57732cfcda75d30001487571,2,2,History & Politics,BOTSWANA,KENYA,3,0,0,0,3,KENYA,0
57732cfcda75d30001487571,2,3,People & Culture,BOTSWANA,"KENYA, NAMIBIA, MADAGASCAR","1, 2, 3",0,0,0,3,MADAGASCAR,0
57732cfcda75d30001487571,3,1,Geography,SOUTH KOREA,"PHILLIPINES, JAPAN","2, 3",0,0,0,3,JAPAN,0
57732cfcda75d30001487571,3,2,History & Politics,SOUTH KOREA,"PHILLIPINES, JAPAN, CHINA","2, 2, 1",0,0,0,2,PHILLIPINES,0
57732cfcda75d30001487571,3,3,People & Culture,SOUTH KOREA,"PHILLIPINES, JAPAN, CHINA, SOUTH KOREA","2, 2, 1, 4",1,4,4,4,SOUTH KOREA,1
57732cfcda75d30001487571,4,1,Geography,GREECE,RUSSIA,5,0,0,0,5,RUSSIA,0
57732cfcda75d30001487571,4,2,History & Politics,GREECE,"RUSSIA, POLAND","1, 5",0,0,0,5,POLAND,0
57732cfcda75d30001487571,4,3,People & Culture,GREECE,"RUSSIA, POLAND","1, 5",0,0,0,5,POLAND,0
57732cfcda75d30001487571,5,1,Geography,SWITZERLAND,LATVIA,2,0,0,0,2,LATVIA,0
57732cfcda75d30001487571,5,2,History & Politics,SWITZERLAND,"LATVIA, SWITZERLAND","2, 3",1,2,3,3,SWITZERLAND,1
57732cfcda75d30001487571,5,3,People & Culture,SWITZERLAND,"LATVIA, SWITZERLAND","2, 4",1,2,4,4,SWITZERLAND,1
57732cfcda75d30001487571,6,1,Geography,COLOMBIA,CHILE,3,0,0,0,3,CHILE,0
57732cfcda75d30001487571,6,2,History & Politics,COLOMBIA,"CHILE, BRAZIL","3, 6",0,0,0,6,BRAZIL,0
57732cfcda75d30001487571,6,3,People & Culture,COLOMBIA,"CHILE, BRAZIL","5, 3",0,0,0,5,CHILE,0
57a5c633275be6000135b61c,1,1,Geography,COLOMBIA,SAN DIEGO,5,0,0,0,5,SAN DIEGO,0
57a5c633275be6000135b61c,1,2,History & Politics,COLOMBIA,"SAN DIEGO, TEXAS","5, 6",0,0,0,6,TEXAS,0
57a5c633275be6000135b61c,1,3,People & Culture,COLOMBIA,"SAN DIEGO, TEXAS","5, 6",0,0,0,6,TEXAS,0
57a5c633275be6000135b61c,2,1,Geography,SOUTH KOREA,JAPAN,5,0,0,0,5,JAPAN,0
57a5c633275be6000135b61c,2,2,History & Politics,SOUTH KOREA,"JAPAN, THAILAND","5, 6",0,0,0,6,THAILAND,0
57a5c633275be6000135b61c,2,3,People & Culture,SOUTH KOREA,"JAPAN, THAILAND","5, 6",0,0,0,6,THAILAND,0
57a5c633275be6000135b61c,3,1,Geography,BOTSWANA,UGANDA,5,0,0,0,5,UGANDA,0
57a5c633275be6000135b61c,3,2,History & Politics,BOTSWANA,UGANDA,5,0,0,0,5,UGANDA,0
57a5c633275be6000135b61c,3,3,People & Culture,BOTSWANA,UGANDA,5,0,0,0,5,UGANDA,0
57a5c633275be6000135b61c,4,1,Geography,GREECE,FRANCE,3,0,0,0,3,FRANCE,0
57a5c633275be6000135b61c,4,2,History & Politics,GREECE,"FRANCE, SPAIN","3, 3",0,0,0,3,FRANCE,0
57a5c633275be6000135b61c,4,3,People & Culture,GREECE,"FRANCE, SPAIN","3, 6",0,0,0,6,SPAIN,0
57a5c633275be6000135b61c,5,1,Geography,SWITZERLAND,FRANCE,3,0,0,0,3,FRANCE,0
57a5c633275be6000135b61c,5,2,History & Politics,SWITZERLAND,FRANCE,3,0,0,0,3,FRANCE,0
57a5c633275be6000135b61c,5,3,People & Culture,SWITZERLAND,"FRANCE, SPAIN","3, 6",0,0,0,6,SPAIN,0
57a5c633275be6000135b61c,6,1,Geography,MONGOLIA,JAPAN,3,0,0,0,3,JAPAN,0
57a5c633275be6000135b61c,6,2,History & Politics,MONGOLIA,JAPAN,3,0,0,0,3,JAPAN,0
57a5c633275be6000135b61c,6,3,People & Culture,MONGOLIA,JAPAN,3,0,0,0,3,JAPAN,0
57dd3b0e91b7fc0001493db9,1,1,Geography,COLOMBIA,"BRAZIL, PERU, ECUADOR","8, 9, 8",0,0,0,9,PERU,0
57dd3b0e91b7fc0001493db9,1,2,History & Politics,COLOMBIA,"BRAZIL, PERU, ECUADOR","8, 9, 8",0,0,0,9,PERU,0
57dd3b0e91b7fc0001493db9,1,3,People & Culture,COLOMBIA,"BRAZIL, PERU, ECUADOR, URUGUAY, CHILE","8, 9, 8, 8, 4",0,0,0,9,PERU,0
57dd3b0e91b7fc0001493db9,2,1,Geography,MONGOLIA,"KAZAKHSTAN, RUSSIA","4, 1",0,0,0,4,KAZAKHSTAN,0
57dd3b0e91b7fc0001493db9,2,2,History & Politics,MONGOLIA,"KAZAKHSTAN, RUSSIA, LATVIA, ESTONIA","4, 1, 8, 8",0,0,0,8,LATVIA,0
57dd3b0e91b7fc0001493db9,2,3,People & Culture,MONGOLIA,"KAZAKHSTAN, NEPAL","4, 8",0,0,0,8,NEPAL,0
57dd3b0e91b7fc0001493db9,3,1,Geography,BOTSWANA,"TOGO, ZAIRE, CONGO","4, 6, 7",0,0,0,7,CONGO,0
57dd3b0e91b7fc0001493db9,3,2,History & Politics,BOTSWANA,"TOGO, ZAIRE, CONGO, NIGERIA","4, 6, 7, 2",0,0,0,7,CONGO,0
57dd3b0e91b7fc0001493db9,3,3,People & Culture,BOTSWANA,"ZAIRE, CONGO","6, 7",0,0,0,7,CONGO,0
57dd3b0e91b7fc0001493db9,4,1,Geography,GREECE,"RUSSIA, KAZAKHSTAN","8, 8",0,0,0,8,RUSSIA,0
57dd3b0e91b7fc0001493db9,4,2,History & Politics,GREECE,"RUSSIA, KAZAKHSTAN, LATVIA","8, 8, 4",0,0,0,8,RUSSIA,0
57dd3b0e91b7fc0001493db9,4,3,People & Culture,GREECE,"RUSSIA, KAZAKHSTAN, LATVIA, BULGARIA","2, 8, 4, 9",0,0,0,9,BULGARIA,0
57dd3b0e91b7fc0001493db9,5,1,Geography,SWITZERLAND,"AUSTRIA, LATVIA","7, 2",0,0,0,7,AUSTRIA,0
57dd3b0e91b7fc0001493db9,5,2,History & Politics,SWITZERLAND,"AUSTRIA, LATVIA, FINLAND, NORWAY","7, 2, 8, 4",0,0,0,8,FINLAND,0
57dd3b0e91b7fc0001493db9,5,3,People & Culture,SWITZERLAND,"AUSTRIA, LATVIA, FINLAND, NORWAY, DENMARK","7, 2, 8, 4, 9",0,0,0,9,DENMARK,0
57dd3b0e91b7fc0001493db9,6,1,Geography,SOUTH KOREA,"KAZAKHSTAN, UZBEKISTAN","7, 5",0,0,0,7,KAZAKHSTAN,0
57dd3b0e91b7fc0001493db9,6,2,History & Politics,SOUTH KOREA,"KAZAKHSTAN, UZBEKISTAN, NORTH KOREA","7, 5, 1",0,0,0,7,KAZAKHSTAN,0
57dd3b0e91b7fc0001493db9,6,3,People & Culture,SOUTH KOREA,"KAZAKHSTAN, UZBEKISTAN, NORTH KOREA, JAPAN","7, 5, 1, 10",0,0,0,10,JAPAN,0
581ccd016c73180001fa5b2a,1,1,Geography,SOUTH KOREA,"SINGAPORE, BURMA, SRI LANKA","6, 6, 6",0,0,0,6,SINGAPORE,0
581ccd016c73180001fa5b2a,1,2,History & Politics,SOUTH KOREA,"SINGAPORE, SRI LANKA","8, 7",0,0,0,8,SINGAPORE,0
581ccd016c73180001fa5b2a,1,3,People & Culture,SOUTH KOREA,SOUTH KOREA,6,1,1,6,6,SOUTH KOREA,1
581ccd016c73180001fa5b2a,2,1,Geography,GREECE,"GERMANY, DENMARK, SWEDEN","6, 6, 6",0,0,0,6,GERMANY,0
581ccd016c73180001fa5b2a,2,2,History & Politics,GREECE,"GREECE, SERBIA, TURKEY","6, 6, 6",1,1,6,6,GREECE,1
581ccd016c73180001fa5b2a,2,3,People & Culture,GREECE,SERBIA,8,0,0,0,8,SERBIA,0
581ccd016c73180001fa5b2a,3,1,Geography,BOTSWANA,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC, NIGER","3, 3, 3, 2",0,0,0,3,ZAIRE,0
581ccd016c73180001fa5b2a,3,2,History & Politics,BOTSWANA,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC","4, 4, 4",0,0,0,4,ZAIRE,0
581ccd016c73180001fa5b2a,3,3,People & Culture,BOTSWANA,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC, RWANDA, LESOTHO","2, 3, 2, 2, 8",0,0,0,8,LESOTHO,0
581ccd016c73180001fa5b2a,4,1,Geography,COLOMBIA,"PERU, BOLIVIA, ARGENTINA, COLUMBIA, EQUADOR, BRAZIL","4, 4, 2, 7, 3, 1",1,4,7,7,COLUMBIA,1
581ccd016c73180001fa5b2a,4,2,History & Politics,COLOMBIA,"PERU, BOLIVIA, ARGENTINA, COLUMBIA, EQUADOR, BRAZIL, CHILE","4, 4, 2, 7, 3, 1, 3",1,4,7,7,COLUMBIA,1
581ccd016c73180001fa5b2a,4,3,People & Culture,COLOMBIA,"PERU, COLUMBIA, EQUADOR, CHILE","4, 8, 4, 4",1,2,8,8,COLUMBIA,1
581ccd016c73180001fa5b2a,5,1,Geography,MONGOLIA,"UZBEKISTAN, TAJIKISTAN, TURKMENISTAN, MONGOLIA","5, 6, 6, 6",1,4,6,6,TAJIKISTAN,0
581ccd016c73180001fa5b2a,5,2,History & Politics,MONGOLIA,"UZBEKISTAN, TAJIKISTAN, TURKMENISTAN, MONGOLIA, KYRGISTAN","7, 4, 6, 3, 3",1,4,3,7,UZBEKISTAN,0
581ccd016c73180001fa5b2a,5,3,People & Culture,MONGOLIA,"TIBET, MONGOLIA","6, 7",1,2,7,7,MONGOLIA,1
581ccd016c73180001fa5b2a,6,1,Geography,SWITZERLAND,"AUSTRIA, SWITZERLAND, LUXENBOURG, LIECHTENSTEIN, MONACO","5, 6, 6, 6, 6",1,2,6,6,SWITZERLAND,1
581ccd016c73180001fa5b2a,6,2,History & Politics,SWITZERLAND,"AUSTRIA, SWITZERLAND, LUXENBOURG, LIECHTENSTEIN","5, 4, 3, 3",1,2,4,5,AUSTRIA,0
581ccd016c73180001fa5b2a,6,3,People & Culture,SWITZERLAND,"AUSTRIA, SWITZERLAND","5, 4",1,2,4,5,AUSTRIA,0
594abd98215cbd000146debc,1,1,Geography,GREECE,"FINLAND, SWITZERLAND, SWEDEN, ROMANIA, ITALY","3, 5, 6, 7, 2",0,0,0,7,ROMANIA,0
594abd98215cbd000146debc,1,2,History & Politics,GREECE,"FINLAND, SWITZERLAND, SWEDEN, ROMANIA, ITALY","3, 5, 6, 7, 8",0,0,0,8,ITALY,0
594abd98215cbd000146debc,1,3,People & Culture,GREECE,"FINLAND, SWITZERLAND, SWEDEN, ROMANIA, ITALY","3, 5, 6, 7, 6",0,0,0,7,ROMANIA,0
594abd98215cbd000146debc,2,1,Geography,SWITZERLAND,"AUSTRIA, GERMANY, FRANCE, SWITZERLAND, DENMARK","7, 4, 2, 5, 4",1,4,5,7,AUSTRIA,0
594abd98215cbd000146debc,2,2,History & Politics,SWITZERLAND,"AUSTRIA, GERMANY, FRANCE, SWITZERLAND, DENMARK","4, 4, 2, 9, 4",1,4,9,9,SWITZERLAND,1
594abd98215cbd000146debc,2,3,People & Culture,SWITZERLAND,"AUSTRIA, GERMANY, FRANCE, SWITZERLAND, DENMARK","3, 2, 2, 3, 4",1,4,3,4,DENMARK,0
594abd98215cbd000146debc,3,1,Geography,MONGOLIA,"SUDAN, SOUTH AFRICA, JAPAN, CHINA, VIETNAM","6, 4, 4, 2, 3",0,0,0,6,SUDAN,0
594abd98215cbd000146debc,3,2,History & Politics,MONGOLIA,"SUDAN, SOUTH AFRICA, JAPAN, CHINA, VIETNAM, PAKISTAN","6, 4, 4, 2, 3, 4",0,0,0,6,SUDAN,0
594abd98215cbd000146debc,3,3,People & Culture,MONGOLIA,"SUDAN, SOUTH AFRICA, JAPAN, CHINA, VIETNAM, PAKISTAN, TIBET","6, 4, 4, 2, 3, 4, 5",0,0,0,6,SUDAN,0
594abd98215cbd000146debc,4,1,Geography,BOTSWANA,"KENYA, SOUTH AFRICA, ZAMBIA, BOTSWANA, ZIMBABWAY","8, 3, 2, 3, 4",1,4,3,8,KENYA,0
594abd98215cbd000146debc,4,2,History & Politics,BOTSWANA,"KENYA, SOUTH AFRICA, ZAMBIA, BOTSWANA, ZIMBABWAY","5, 3, 2, 3, 4",1,4,3,5,KENYA,0
594abd98215cbd000146debc,4,3,People & Culture,BOTSWANA,"KENYA, SOUTH AFRICA, ZAMBIA, BOTSWANA, ZIMBABWAY","5, 1, 6, 5, 2",1,4,5,6,ZAMBIA,0
594abd98215cbd000146debc,5,1,Geography,SOUTH KOREA,"KOREA, CHINA, JAPAN, INDIA, TAIWAN","6, 7, 2, 3, 4",1,1,6,7,CHINA,0
594abd98215cbd000146debc,5,2,History & Politics,SOUTH KOREA,"KOREA, CHINA, JAPAN, INDIA, TAIWAN","5, 3, 5, 3, 4",1,1,5,5,KOREA,1
594abd98215cbd000146debc,5,3,People & Culture,SOUTH KOREA,"KOREA, CHINA, JAPAN, INDIA, TAIWAN","5, 3, 8, 3, 4",1,1,5,8,JAPAN,0
594abd98215cbd000146debc,6,1,Geography,COLOMBIA,"PERU, BRAZIL, COLUMBIA, ECUDOR, COSTA RICA","5, 6, 6, 6, 6",1,3,6,6,BRAZIL,0
594abd98215cbd000146debc,6,2,History & Politics,COLOMBIA,"PERU, BRAZIL, COLUMBIA, ECUDOR, COSTA RICA","3, 6, 4, 4, 8",1,3,4,8,COSTA RICA,0
594abd98215cbd000146debc,6,3,People & Culture,COLOMBIA,"PERU, BRAZIL, COLUMBIA, ECUDOR, COSTA RICA","3, 7, 4, 4, 7",1,3,4,7,BRAZIL,0
59cbec4f0aaf750001213f9c,1,1,Geography,GREECE,"RUSSIA, GERMANY","7, 4",0,0,0,7,RUSSIA,0
59cbec4f0aaf750001213f9c,1,2,History & Politics,GREECE,"RUSSIA, GERMANY, ITALY","2, 2, 8",0,0,0,8,ITALY,0
59cbec4f0aaf750001213f9c,1,3,People & Culture,GREECE,"RUSSIA, GERMANY, ITALY, ROMENIA","2, 2, 2, 8",0,0,0,8,ROMENIA,0
59cbec4f0aaf750001213f9c,2,1,Geography,SWITZERLAND,"FINLAND, POLAND","7, 7",0,0,0,7,FINLAND,0
59cbec4f0aaf750001213f9c,2,2,History & Politics,SWITZERLAND,"FINLAND, POLAND","9, 6",0,0,0,9,FINLAND,0
59cbec4f0aaf750001213f9c,2,3,People & Culture,SWITZERLAND,"FINLAND, POLAND","6, 9",0,0,0,9,POLAND,0
59cbec4f0aaf750001213f9c,3,1,Geography,COLOMBIA,"CHILE, ARGENTINA, COLOMBIA","5, 7, 9",1,3,9,9,COLOMBIA,1
59cbec4f0aaf750001213f9c,3,2,History & Politics,COLOMBIA,"ARGENTINA, COLOMBIA, CHILE","6, 9, 4",1,2,9,9,COLOMBIA,1
59cbec4f0aaf750001213f9c,3,3,People & Culture,COLOMBIA,"COLOMBIA, CHILE","9, 4",1,1,9,9,COLOMBIA,1
59cbec4f0aaf750001213f9c,4,1,Geography,BOTSWANA,"NIGER, UGANDA, SUDAN","7, 8, 5",0,0,0,8,UGANDA,0
59cbec4f0aaf750001213f9c,4,2,History & Politics,BOTSWANA,"NIGER, UGANDA, SUDAN","9, 7, 5",0,0,0,9,NIGER,0
59cbec4f0aaf750001213f9c,4,3,People & Culture,BOTSWANA,"NIGER, UGANDA, SUDAN","10, 5, 5",0,0,0,10,NIGER,0
59cbec4f0aaf750001213f9c,5,1,Geography,MONGOLIA,NEPAL,7,0,0,0,7,NEPAL,0
59cbec4f0aaf750001213f9c,5,2,History & Politics,MONGOLIA,"NEPAL, TIBETE","7, 8",0,0,0,8,TIBETE,0
59cbec4f0aaf750001213f9c,5,3,People & Culture,MONGOLIA,"NEPAL, TIBETE","5, 9",0,0,0,9,TIBETE,0
59cbec4f0aaf750001213f9c,6,1,Geography,SOUTH KOREA,"INDONESIA, PHILIPINES","7, 7",0,0,0,7,INDONESIA,0
59cbec4f0aaf750001213f9c,6,2,History & Politics,SOUTH KOREA,"INDONESIA, PHILIPINES, SRI LANKA","7, 7, 8",0,0,0,8,SRI LANKA,0
59cbec4f0aaf750001213f9c,6,3,People & Culture,SOUTH KOREA,"INDONESIA, PHILIPINES, SRI LANKA, JAPAN","7, 7, 6, 8",0,0,0,8,JAPAN,0
5a3bdd2c8d005a0001829f3e,1,1,Geography,GREECE,"PORTUGAL, ENGLAND, SWITZERLAND, NORWAY, SWEDEN","6, 6, 7, 5, 5",0,0,0,7,SWITZERLAND,0
5a3bdd2c8d005a0001829f3e,1,2,History & Politics,GREECE,"PORTUGAL, ENGLAND, SWITZERLAND, NORWAY, SWEDEN, FRANCE, ITALY","6, 6, 7, 5, 5, 6, 8",0,0,0,8,ITALY,0
5a3bdd2c8d005a0001829f3e,1,3,People & Culture,GREECE,"PORTUGAL, ENGLAND, SWITZERLAND, NORWAY, SWEDEN, FRANCE, ITALY","6, 6, 7, 5, 5, 6, 8",0,0,0,8,ITALY,0
5a3bdd2c8d005a0001829f3e,2,1,Geography,COLOMBIA,"ARGENTINA, COLOMBIA","7, 8",1,2,8,8,COLOMBIA,1
5a3bdd2c8d005a0001829f3e,2,2,History & Politics,COLOMBIA,"ARGENTINA, COLOMBIA, VENEZUELA","7, 8, 3",1,2,8,8,COLOMBIA,1
5a3bdd2c8d005a0001829f3e,2,3,People & Culture,COLOMBIA,"ARGENTINA, COLOMBIA, VENEZUELA, CHILE","7, 8, 3, 3",1,2,8,8,COLOMBIA,1
5a3bdd2c8d005a0001829f3e,3,1,Geography,SWITZERLAND,"DENMARK, NETHERLANDS","7, 7",0,0,0,7,DENMARK,0
5a3bdd2c8d005a0001829f3e,3,2,History & Politics,SWITZERLAND,"DENMARK, NETHERLANDS, SWITZERLAND, NORWAY, FINLAND","7, 7, 4, 3, 3",1,3,4,7,DENMARK,0
5a3bdd2c8d005a0001829f3e,3,3,People & Culture,SWITZERLAND,"DENMARK, NETHERLANDS, SWITZERLAND, NORWAY, FINLAND, PORTUGAL","7, 7, 4, 3, 3, 4",1,3,4,7,DENMARK,0
5a3bdd2c8d005a0001829f3e,4,1,Geography,BOTSWANA,"CONGO, ZAMBIA, NIGER","5, 5, 5",0,0,0,5,CONGO,0
5a3bdd2c8d005a0001829f3e,4,2,History & Politics,BOTSWANA,"CONGO, ZAMBIA, NIGER, CHAD","5, 5, 5, 7",0,0,0,7,CHAD,0
5a3bdd2c8d005a0001829f3e,4,3,People & Culture,BOTSWANA,"CONGO, ZAMBIA, NIGER, CHAD, ZIMBABWE","5, 5, 5, 7, 7",0,0,0,7,CHAD,0
5a3bdd2c8d005a0001829f3e,5,1,Geography,SOUTH KOREA,"THAILAND, JAPAN, NORTH KOREA, SOUTH KOREA","5, 5, 3, 4",1,4,4,5,THAILAND,0
5a3bdd2c8d005a0001829f3e,5,2,History & Politics,SOUTH KOREA,"THAILAND, JAPAN, NORTH KOREA, SOUTH KOREA, INDONESIA","5, 5, 3, 4, 3",1,4,4,5,THAILAND,0
5a3bdd2c8d005a0001829f3e,5,3,People & Culture,SOUTH KOREA,"THAILAND, JAPAN, NORTH KOREA, SOUTH KOREA, INDONESIA, MYANMAR","5, 5, 3, 4, 3, 2",1,4,4,5,THAILAND,0
5a3bdd2c8d005a0001829f3e,6,1,Geography,MONGOLIA,"IRAN, MONGOLIA","8, 8",1,2,8,8,IRAN,1
5a3bdd2c8d005a0001829f3e,6,2,History & Politics,MONGOLIA,"IRAN, MONGOLIA","8, 8",1,2,8,8,IRAN,1
5a3bdd2c8d005a0001829f3e,6,3,People & Culture,MONGOLIA,"IRAN, MONGOLIA","8, 8",1,2,8,8,IRAN,1
5a9e9fc46219a30001f54994,1,1,Geography,COLOMBIA,CHILE,7,0,0,0,7,CHILE,0
5a9e9fc46219a30001f54994,1,2,History & Politics,COLOMBIA,"CHILE, BRAZIL","7, 6",0,0,0,7,CHILE,0
5a9e9fc46219a30001f54994,1,3,People & Culture,COLOMBIA,"CHILE, BRAZIL, ARGENTINA","7, 6, 9",0,0,0,9,ARGENTINA,0
5a9e9fc46219a30001f54994,2,1,Geography,SOUTH KOREA,"TIBET, INDIA, PAKISTAN","4, 8, 7",0,0,0,8,INDIA,0
5a9e9fc46219a30001f54994,2,2,History & Politics,SOUTH KOREA,"TIBET, INDIA, PAKISTAN","4, 8, 7",0,0,0,8,INDIA,0
