participantID,trialNum,stage,stageName,trueCountry,requestedTests,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,confidence,perceivedDifficulty,highestLikelihood,likelihoods,numOfDifferentials,correctCountry,likelihoodOfCorrectCountry,incorrectLikelihood,highestLikelihoodCorrect,highestLikelihoodCorrectValue,differentials
p3,1,2,History & Politics,MONGOLIA,3,3,0,3,9,0.333333333,"Most Exported Food Products, GDP per capita in 2022, Does their government have a prime minister?",35,8,5,"5, 3, 5",3,0,0,4.333333333,0,0,"AFGHANISTAN, RUSSIA, PAKISTAN"
p3,1,3,People & Culture,MONGOLIA,4,4,1,3,10,0.3,"Most Prevalent Religion, Overall population, Number of Colours in the country's flag, Area",34,8,4,"1, 1, 1, 4",4,0,0,1.75,0,0,"AFGHANISTAN, RUSSIA, PAKISTAN, LAOS"
p3,2,1,Geography,BOTSWANA,3,2,0,2,10,0.2,"Native Animals, Number of other countries it shares a land border with",35,8,3,3,1,0,0,0,0,0,KENYA
p3,2,2,History & Politics,BOTSWANA,2,2,0,2,9,0.222222222,"Most Exported Food Products, GDP per capita in 2022",20,8,3,3,1,0,0,0,0,0,KENYA
p3,2,3,People & Culture,BOTSWANA,3,3,0,3,10,0.3,"Most Prevalent Religion, Overall population, Number of Colours in the country's flag",4,8,3,"1, 2, 3",3,0,0,2,0,0,"KENYA, NAMIBIA, MADAGASCAR"
p3,3,1,Geography,SOUTH KOREA,2,2,0,2,10,0.2,"Native Animals, Number of other countries it shares a land border with",10,8,3,"2, 3",2,0,0,2.5,0,0,"PHILLIPINES, JAPAN"
p3,3,2,History & Politics,SOUTH KOREA,3,3,0,3,9,0.333333333,"Global Passport Power Rank (2022), Most Exported Food Products, GDP per capita in 2022",11,8,2,"2, 2, 1",3,0,0,1.666666667,0,0,"PHILLIPINES, JAPAN, CHINA"
p3,3,3,People & Culture,SOUTH KOREA,4,3,0,3,10,0.3,"Overall population, Most Prevalent Religion, Number of Colours in the country's flag",36,8,4,"2, 2, 1, 4",4,1,4,1.666666667,1,4,"PHILLIPINES, JAPAN, CHINA, SOUTH KOREA"
p3,4,1,Geography,GREECE,3,3,0,3,10,0.3,"Native Animals, Number of other countries it shares a land border with, Time Zone (UTC)",49,6,5,5,1,0,0,0,0,0,RUSSIA
p3,4,2,History & Politics,GREECE,5,4,0,4,9,0.444444444,"Most Exported Food Products, GDP per capita in 2022, Is the country a member of the OECD, NATO and/or UN?, Does their government have a prime minister?",39,6,5,"1, 5",2,0,0,3,0,0,"RUSSIA, POLAND"
p3,4,3,People & Culture,GREECE,3,3,0,3,10,0.3,"Overall population, Number of Colours in the country's flag, Most Prevalent Religion",57,6,5,"1, 5",2,0,0,3,0,0,"RUSSIA, POLAND"
p3,5,1,Geography,SWITZERLAND,4,4,0,4,10,0.4,"Native Animals, Number of other countries it shares a land border with, Time Zone (UTC), Is the country landlocked?",0,5,2,2,1,0,0,0,0,0,LATVIA
p3,5,2,History & Politics,SWITZERLAND,4,4,0,4,9,0.444444444,"GDP per capita in 2022, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?, Does the country have a monarchy?",15,5,3,"2, 3",2,1,3,2,1,3,"LATVIA, SWITZERLAND"
p3,5,3,People & Culture,SWITZERLAND,3,3,0,3,10,0.3,"Overall population, Number of Colours in the country's flag, Most Prevalent Religion",41,5,4,"2, 4",2,1,4,2,1,4,"LATVIA, SWITZERLAND"
p3,6,1,Geography,COLOMBIA,3,3,0,3,10,0.3,"Native Animals, Area, Is the country landlocked?",8,6,3,3,1,0,0,0,0,0,CHILE
p3,6,2,History & Politics,COLOMBIA,2,2,0,2,9,0.222222222,"Most Exported Food Products, GDP per capita in 2022",59,6,6,"3, 6",2,0,0,4.5,0,0,"CHILE, BRAZIL"
p3,6,3,People & Culture,COLOMBIA,3,3,0,3,10,0.3,"Overall population, Number of Colours in the country's flag, Most Prevalent Religion",55,6,5,"5, 3",2,0,0,4,0,0,"CHILE, BRAZIL"
p4,1,1,Geography,COLOMBIA,0,0,0,0,10,0,,6,2,5,5,1,0,0,0,0,0,SAN DIEGO
p4,1,2,History & Politics,COLOMBIA,8,8,3,5,9,0.555555556,"% area that is water, Does the country have a monarchy?, Most Exported Food Products, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, GDP per capita in 2022, Average Temperature (between 1991-2020), Time Zone (UTC)",22,2,6,"5, 6",2,0,0,5.5,0,0,"SAN DIEGO, TEXAS"
p4,1,3,People & Culture,COLOMBIA,7,7,0,7,10,0.7,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, % of the population with internet access, Which side of the road do people drive on?, Population in the capital city, Number of medals at the Tokyo Olympics, Number of Colours in the country's flag",7,2,6,"5, 6",2,0,0,5.5,0,0,"SAN DIEGO, TEXAS"
p4,2,1,Geography,SOUTH KOREA,3,3,0,3,10,0.3,"Is the country landlocked?, % area that is covered by forest, Native Animals",7,2,5,5,1,0,0,0,0,0,JAPAN
p4,2,2,History & Politics,SOUTH KOREA,0,0,0,0,9,0,,17,2,6,"5, 6",2,0,0,5.5,0,0,"JAPAN, THAILAND"
p4,2,3,People & Culture,SOUTH KOREA,4,4,0,4,10,0.4,"Most Prevalent Religion, Overall population, % of the population with internet access, Number of Colours in the country's flag",10,2,6,"5, 6",2,0,0,5.5,0,0,"JAPAN, THAILAND"
p4,3,1,Geography,BOTSWANA,0,0,0,0,10,0,,31,2,5,5,1,0,0,0,0,0,UGANDA
p4,3,2,History & Politics,BOTSWANA,1,1,0,1,9,0.111111111,Most Exported Food Products,22,2,5,5,1,0,0,0,0,0,UGANDA
p4,3,3,People & Culture,BOTSWANA,1,1,0,1,10,0.1,Number of Colours in the country's flag,8,2,5,5,1,0,0,0,0,0,UGANDA
p4,4,1,Geography,GREECE,1,1,0,1,10,0.1,Area,10,3,3,3,1,0,0,0,0,0,FRANCE
p4,4,2,History & Politics,GREECE,2,2,0,2,9,0.222222222,"Does their government have a prime minister?, Does the country have a monarchy?",16,3,3,"3, 3",2,0,0,3,0,0,"FRANCE, SPAIN"
p4,4,3,People & Culture,GREECE,1,1,0,1,10,0.1,Number of Colours in the country's flag,66,3,6,"3, 6",2,0,0,4.5,0,0,"FRANCE, SPAIN"
p4,5,1,Geography,SWITZERLAND,1,1,0,1,10,0.1,Time Zone (UTC),21,3,3,3,1,0,0,0,0,0,FRANCE
p4,5,2,History & Politics,SWITZERLAND,1,1,0,1,9,0.111111111,Most Exported Food Products,14,3,3,3,1,0,0,0,0,0,FRANCE
p4,5,3,People & Culture,SWITZERLAND,1,1,0,1,10,0.1,Number of Colours in the country's flag,13,3,6,"3, 6",2,0,0,4.5,0,0,"FRANCE, SPAIN"
p4,6,1,Geography,MONGOLIA,1,1,0,1,10,0.1,Area,18,3,3,3,1,0,0,0,0,0,JAPAN
p4,6,2,History & Politics,MONGOLIA,1,1,0,1,9,0.111111111,Does their government have a prime minister?,12,3,3,3,1,0,0,0,0,0,JAPAN
p4,6,3,People & Culture,MONGOLIA,1,1,0,1,10,0.1,Number of Colours in the country's flag,20,3,3,3,1,0,0,0,0,0,JAPAN
p5,1,1,Geography,COLOMBIA,5,4,0,4,10,0.4,"Native Animals, Number of other countries it shares a land border with, Is the country landlocked?, Highest Point",77,3,9,"8, 9, 8",3,0,0,8.333333333,0,0,"BRAZIL, PERU, ECUADOR"
p5,1,2,History & Politics,COLOMBIA,3,3,0,3,9,0.333333333,"Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?",30,3,9,"8, 9, 8",3,0,0,8.333333333,0,0,"BRAZIL, PERU, ECUADOR"
p5,1,3,People & Culture,COLOMBIA,3,3,0,3,10,0.3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Number of medals at the Tokyo Olympics",86,3,9,"8, 9, 8, 8, 4",5,0,0,7.4,0,0,"BRAZIL, PERU, ECUADOR, URUGUAY, CHILE"
p5,2,1,Geography,MONGOLIA,5,4,0,4,10,0.4,"Native Animals, Is the country landlocked?, Highest Point, Number of other countries it shares a land border with",2,8,4,"4, 1",2,0,0,2.5,0,0,"KAZAKHSTAN, RUSSIA"
p5,2,2,History & Politics,MONGOLIA,5,5,0,5,9,0.555555556,"Does the country have a monarchy?, Is the country a member of the OECD, NATO and/or UN?, Global Passport Power Rank (2022), Does their government have a prime minister?, GDP per capita in 2022",25,8,8,"4, 1, 8, 8",4,0,0,5.25,0,0,"KAZAKHSTAN, RUSSIA, LATVIA, ESTONIA"
p5,2,3,People & Culture,MONGOLIA,4,4,1,3,10,0.3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Most Prevalent Religion, Native Animals",30,8,8,"4, 8",2,0,0,6,0,0,"KAZAKHSTAN, NEPAL"
p5,3,1,Geography,BOTSWANA,4,4,0,4,10,0.4,"Native Animals, Is the country landlocked?, Highest Point, Number of other countries it shares a land border with",31,7,7,"4, 6, 7",3,0,0,5.666666667,0,0,"TOGO, ZAIRE, CONGO"
p5,3,2,History & Politics,BOTSWANA,4,4,0,4,9,0.444444444,"Does their government have a prime minister?, Does the country have a monarchy?, GDP per capita in 2022, Most Exported Food Products",21,7,7,"4, 6, 7, 2",4,0,0,4.75,0,0,"TOGO, ZAIRE, CONGO, NIGERIA"
p5,3,3,People & Culture,BOTSWANA,4,4,0,4,10,0.4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, % of the population with internet access, Most Prevalent Religion",18,7,7,"6, 7",2,0,0,6.5,0,0,"ZAIRE, CONGO"
p5,4,1,Geography,GREECE,3,3,0,3,10,0.3,"Is the country landlocked?, Native Animals, Highest Point",53,7,8,"8, 8",2,0,0,8,0,0,"RUSSIA, KAZAKHSTAN"
p5,4,2,History & Politics,GREECE,7,7,4,3,9,0.333333333,"Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?, % area that is water, Average Rainfall in 2017 (mm per year), Is the country landlocked?, Average Temperature (between 1991-2020)",32,7,8,"8, 8, 4",3,0,0,6.666666667,0,0,"RUSSIA, KAZAKHSTAN, LATVIA"
p5,4,3,People & Culture,GREECE,9,8,4,4,10,0.4,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Population Density, Number of Colours in the country's flag, Native Animals, Highest Point, % area that is covered by forest, Is the country a member of the OECD, NATO and/or UN?",36,7,9,"2, 8, 4, 9",4,0,0,5.75,0,0,"RUSSIA, KAZAKHSTAN, LATVIA, BULGARIA"
p5,5,1,Geography,SWITZERLAND,5,5,0,5,10,0.5,"Native Animals, Time Zone (UTC), Number of other countries it shares a land border with, Highest Point, Is the country landlocked?",22,5,7,"7, 2",2,0,0,4.5,0,0,"AUSTRIA, LATVIA"
p5,5,2,History & Politics,SWITZERLAND,5,5,0,5,9,0.555555556,"World Happiness Ranking, Does their government have a prime minister?, Does the country have a monarchy?, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?",68,5,8,"7, 2, 8, 4",4,0,0,5.25,0,0,"AUSTRIA, LATVIA, FINLAND, NORWAY"
p5,5,3,People & Culture,SWITZERLAND,3,3,0,3,10,0.3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population, Number of Colours in the country's flag",72,5,9,"7, 2, 8, 4, 9",5,0,0,6,0,0,"AUSTRIA, LATVIA, FINLAND, NORWAY, DENMARK"
p5,6,1,Geography,SOUTH KOREA,8,6,0,6,10,0.6,"Highest Point, Native Animals, Is the country landlocked?, Number of other countries it shares a land border with, Average Rainfall in 2017 (mm per year), % area that is covered by forest",28,6,7,"7, 5",2,0,0,6,0,0,"KAZAKHSTAN, UZBEKISTAN"
p5,6,2,History & Politics,SOUTH KOREA,2,2,0,2,9,0.222222222,"Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?",22,6,7,"7, 5, 1",3,0,0,4.333333333,0,0,"KAZAKHSTAN, UZBEKISTAN, NORTH KOREA"
p5,6,3,People & Culture,SOUTH KOREA,3,3,0,3,10,0.3,"Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of medals at the Tokyo Olympics",78,6,10,"7, 5, 1, 10",4,0,0,5.75,0,0,"KAZAKHSTAN, UZBEKISTAN, NORTH KOREA, JAPAN"
p6,1,1,Geography,SOUTH KOREA,6,6,0,6,10,0.6,"Number of other countries it shares a land border with, Is the country landlocked?, Time Zone (UTC), Native Animals, % area that is water, Area",24,8,6,"6, 6, 6",3,0,0,6,0,0,"SINGAPORE, BURMA, SRI LANKA"
p6,1,2,History & Politics,SOUTH KOREA,6,6,0,6,9,0.666666667,"The Economist's Democracy Index Rating, World Happiness Ranking, Most Exported Food Products, Does the country have a monarchy?, Does their government have a prime minister?, Is the country a member of the OECD, NATO and/or UN?",41,8,8,"8, 7",2,0,0,7.5,0,0,"SINGAPORE, SRI LANKA"
p6,1,3,People & Culture,SOUTH KOREA,6,6,0,6,10,0.6,"Most Prevalent Religion, Unemployment Rate % (2021), Number of Colours in the country's flag, Overall population, Population Density, Number of FIFA World Cups that the country's team qualified for, and their best performance",97,8,6,6,1,1,6,0,1,6,SOUTH KOREA
p6,2,1,Geography,GREECE,6,5,0,5,10,0.5,"Is the country landlocked?, Number of other countries it shares a land border with, Time Zone (UTC), Average Temperature (between 1991-2020), Native Animals",39,10,6,"6, 6, 6",3,0,0,6,0,0,"GERMANY, DENMARK, SWEDEN"
p6,2,2,History & Politics,GREECE,5,4,0,4,9,0.444444444,"Does the country have a monarchy?, The Economist's Democracy Index Rating, Most Exported Food Products, Does their government have a prime minister?",41,10,6,"6, 6, 6",3,1,6,6,1,6,"GREECE, SERBIA, TURKEY"
p6,2,3,People & Culture,GREECE,6,6,0,6,10,0.6,"Overall population, Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of Colours in the country's flag, Population in the capital city, Which side of the road do people drive on?",12,10,8,8,1,0,0,0,0,0,SERBIA
p6,3,1,Geography,BOTSWANA,6,6,0,6,10,0.6,"Native Animals, % area that is covered by forest, Time Zone (UTC), Number of other countries it shares a land border with, Is the country landlocked?, % area that is water",15,9,3,"3, 3, 3, 2",4,0,0,2.75,0,0,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC, NIGER"
p6,3,2,History & Politics,BOTSWANA,5,4,0,4,9,0.444444444,"Does the country have a monarchy?, The Economist's Democracy Index Rating, Most Exported Food Products, Is the country a member of the OECD, NATO and/or UN?",21,9,4,"4, 4, 4",3,0,0,4,0,0,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC"
p6,3,3,People & Culture,BOTSWANA,5,4,0,4,10,0.4,"Number of medals at the Tokyo Olympics, Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance, Overall population",62,9,8,"2, 3, 2, 2, 8",5,0,0,3.4,0,0,"ZAIRE, CONGO, CENTRAL AFRICAN REPUBLIC, RWANDA, LESOTHO"
p6,4,1,Geography,COLOMBIA,5,4,0,4,10,0.4,"Number of other countries it shares a land border with, Is the country landlocked?, % area that is covered by forest, Time Zone (UTC)",58,5,7,"4, 4, 2, 7, 3, 1",6,1,7,2.8,1,7,"PERU, BOLIVIA, ARGENTINA, COLUMBIA, EQUADOR, BRAZIL"
p6,4,2,History & Politics,COLOMBIA,4,4,0,4,9,0.444444444,"Does their government have a prime minister?, Does the country have a monarchy?, Most Exported Food Products, The Economist's Democracy Index Rating",65,5,7,"4, 4, 2, 7, 3, 1, 3",7,1,7,2.833333333,1,7,"PERU, BOLIVIA, ARGENTINA, COLUMBIA, EQUADOR, BRAZIL, CHILE"
p6,4,3,People & Culture,COLOMBIA,7,5,0,5,10,0.5,"Overall population, Most Prevalent Religion, Number of FIFA World Cups that the country's team qualified for, and their best performance, Number of Colours in the country's flag, Population in the capital city",86,5,8,"4, 8, 4, 4",4,1,8,4,1,8,"PERU, COLUMBIA, EQUADOR, CHILE"
p6,5,1,Geography,MONGOLIA,6,5,0,5,10,0.5,"Time Zone (UTC), Native Animals, Number of other countries it shares a land border with, Is the country landlocked?, Area",37,9,6,"5, 6, 6, 6",4,1,6,5.666666667,0,0,"UZBEKISTAN, TAJIKISTAN, TURKMENISTAN, MONGOLIA"
p6,5,2,History & Politics,MONGOLIA,4,4,0,4,9,0.444444444,"The Economist's Democracy Index Rating, Most Exported Food Products, Does their government have a prime minister?, Does the country have a monarchy?",40,9,7,"7, 4, 6, 3, 3",5,1,3,5,0,0,"UZBEKISTAN, TAJIKISTAN, TURKMENISTAN, MONGOLIA, KYRGISTAN"
p6,5,3,People & Culture,MONGOLIA,13,9,4,5,10,0.5,"Number of Colours in the country's flag, Number of FIFA World Cups that the country's team qualified for, and their best performance, Most Prevalent Religion, Number of medals at the Tokyo Olympics, Overall population, Time Zone (UTC), Number of other countries it shares a land border with, Area, Is the country landlocked?",55,9,7,"6, 7",2,1,7,6,1,7,"TIBET, MONGOLIA"
