SESSION START,NAME,SCENARIO,CURRENT SCENARIO VERSION,SCENARIO VERSION PLAYED,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
13/12/2023 10:29,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,525,severe / moderate
13/12/2023 10:29,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,525,sp o2 <95% in air and/or receiving oxygen
13/12/2023 10:29,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,525,> 120 bpm
13/12/2023 10:29,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,525,yes
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,situation option 1
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,situation option 2
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,situation option 4
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,background option 1
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,background option 2
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,background option 3
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,assessment option 2
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,assessment option 3
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,assessment option 4
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,assessment option 5
13/12/2023 10:30,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,595,recommendation option 2
13/12/2023 10:31,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,625,update carer
13/12/2023 10:31,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,654,capillary refill time (peripheral)
13/12/2023 10:33,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,752,through oxygen
13/12/2023 10:34,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,793,ask for tips
13/12/2023 10:34,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,837,capillary blood gas
13/12/2023 10:35,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,878,insert iv access and take bloods
13/12/2023 10:36,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,920,cbg result #1
13/12/2023 10:37,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,970,remove oxygen mask
13/12/2023 10:37,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,975,non-rebreather mask (15 l/min)
13/12/2023 10:37,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1006,through air
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1071,call on-call doctor
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1076,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1077,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1077,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1077,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1078,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1078,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1079,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1081,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1081,repeat blood pressure
13/12/2023 10:38,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1084,repeat blood pressure
13/12/2023 10:39,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1127,fluid prescription chart
13/12/2023 10:39,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1135,fluid prescription chart
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1150,20ml/kg 0.9% saline iv stat (max 500ml)
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1173,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1174,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1174,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1175,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1177,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1177,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1178,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1181,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1182,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1183,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1185,repeat blood pressure
13/12/2023 10:40,Paeds Account 19,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358418,1200,time has run out
13/12/2023 11:40,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,0,start scenario
13/12/2023 11:41,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,43,introduce yourself
13/12/2023 11:41,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,58,presenting complaint
13/12/2023 11:41,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,74,history of presenting complaint
13/12/2023 11:42,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,101,past medical history
13/12/2023 11:42,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,135,ask consent to examine sam
13/12/2023 11:42,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,139,check temperature (tympanic)
13/12/2023 11:43,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,167,measure blood pressure
13/12/2023 11:43,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,192,look in patient's mouth with a tongue depressor
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,214,observe respiratory rate and signs of respiratory distress
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,225,measure oxygen saturations & heart rate
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,233,provide reassurance
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,254,repeat blood pressure
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,257,repeat blood pressure
13/12/2023 11:44,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,258,repeat blood pressure
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,normal
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,> 30 breaths per min
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,severe / moderate
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,sp o2 >95% with oxygen
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,> 120 bpm
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,292,yes
13/12/2023 11:45,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,301,auscultate lungs
13/12/2023 11:46,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,354,provide reassurance
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,situation option 1
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,situation option 2
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,situation option 4
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,background option 1
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,background option 2
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,background option 3
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,assessment option 2
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,assessment option 3
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,assessment option 4
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,assessment option 5
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,417,recommendation option 2
13/12/2023 11:47,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,449,nasal cannulae (2 l/min)
13/12/2023 11:48,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,476,repeat blood pressure
13/12/2023 11:48,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,501,simple face mask (10 l /min)
13/12/2023 11:49,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,526,call on-call doctor
13/12/2023 11:49,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,549,insert iv access and take bloods
13/12/2023 11:50,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,631,fluid prescription chart
13/12/2023 11:51,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,642,20ml/kg 0.9% saline iv stat (max 500ml)
13/12/2023 11:51,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,669,call on-call doctor
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,700,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,701,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,702,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,703,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,708,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,710,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,711,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,712,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,713,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,714,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,715,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,717,repeat blood pressure
13/12/2023 11:52,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,723,update carer
13/12/2023 11:53,Paeds Account 28,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358541,771,leave scenario
13/12/2023 11:40,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,0,start scenario
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,43,introduce yourself
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,49,measure oxygen saturations & heart rate
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,49,measure blood pressure
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,53,repeat blood pressure
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,61,presenting complaint
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,63,repeat blood pressure
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,64,repeat blood pressure
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,77,ask consent to examine sam
13/12/2023 11:41,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,83,non-rebreather mask (15 l/min)
13/12/2023 11:42,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,109,insert iv access and take bloods
13/12/2023 11:42,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,121,introduce yourself
13/12/2023 11:42,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,132,presenting complaint
13/12/2023 11:42,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,138,history of presenting complaint
13/12/2023 11:43,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,168,history of presenting complaint
13/12/2023 11:43,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,172,check capillary blood glucose
13/12/2023 11:44,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,223,ask about general activity level
13/12/2023 11:44,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,225,provide reassurance
13/12/2023 11:44,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,228,update carer
13/12/2023 11:44,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,230,check temperature (tympanic)
13/12/2023 11:44,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,243,observe respiratory rate and signs of respiratory distress
13/12/2023 11:45,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,301,auscultate lungs
13/12/2023 11:45,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,317,developmental milestones
13/12/2023 11:45,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,319,past medical history
13/12/2023 11:46,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,377,update patient
13/12/2023 11:46,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,381,check capillary blood glucose
13/12/2023 11:46,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,395,prescribed medications
13/12/2023 11:46,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,397,vaccination history
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,normal
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,> 30 breaths per min
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,mild / none
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,sp o2 <95% in air and/or receiving oxygen
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,> 120 bpm
13/12/2023 11:47,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,441,yes
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,situation option 1
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,situation option 2
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,situation option 4
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,background option 1
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,background option 2
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,background option 3
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,assessment option 2
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,assessment option 3
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,assessment option 4
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,assessment option 5
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,488,recommendation option 4
13/12/2023 11:48,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,495,capillary refill time (central)
13/12/2023 11:49,Paeds Account 26,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,358542,531,fluid prescription chart
